tbl;Year;quarter;citymarketid_1;citymarketid_2;city1;city2;cur_passengers;cur_fare;ly_fare;ly_passengers;amount_change;percent_change;amount_change_pax;percent_change_pax;Geocoded_City1;Geocoded_City2
Table 4;2,024;3;30,194;32,337;Dallas/Fort Worth, TX;Indianapolis, IN;94,140;183.70;248.28;72,130;-64.58;-0.2601;22,010;0.3051;;
Table 4;2,024;3;30,194;32,600;Dallas/Fort Worth, TX;Little Rock, AR;28,670;175.60;216.36;24,160;-40.77;-0.1884;4,510;0.1867;;
Table 4;2,024;3;30,194;33,192;Dallas/Fort Worth, TX;Sacramento, CA;81,640;229.20;305.50;60,390;-76.30;-0.2498;21,250;0.3519;;
Table 4;2,024;3;30,194;34,057;Dallas/Fort Worth, TX;Portland, OR;105,560;209.34;282.50;87,050;-73.16;-0.2590;18,510;0.2126;;
Table 4;2,024;3;30,194;34,614;Dallas/Fort Worth, TX;Salt Lake City, UT;137,880;203.57;247.52;116,520;-43.95;-0.1776;21,360;0.1833;;
Table 4;2,024;3;30,198;33,570;Pittsburgh, PA;San Diego, CA;26,190;253.83;335.23;19,010;-81.40;-0.2428;7,180;0.3777;;
Table 4;2,024;3;30,423;30,647;Austin, TX;Cleveland, OH (Metropolitan Area);24,260;225.36;290.86;14,440;-65.49;-0.2252;9,820;0.6801;;
Table 4;2,024;3;30,466;31,123;Phoenix, AZ;St. Louis, MO;78,460;196.07;253.72;62,120;-57.65;-0.2272;16,340;0.2630;;
Table 4;2,024;3;30,529;31,135;Hartford, CT;Myrtle Beach, SC;27,890;102.16;130.59;27,030;-28.43;-0.2177;860;0.0318;;
Table 4;2,024;3;30,529;31,650;Hartford, CT;Minneapolis/St. Paul, MN;40,000;217.36;298.58;29,110;-81.21;-0.2720;10,890;0.3741;;
Table 4;2,024;3;30,647;31,650;Cleveland, OH (Metropolitan Area);Minneapolis/St. Paul, MN;40,600;224.71;315.67;28,650;-90.96;-0.2881;11,950;0.4171;;
Table 4;2,024;3;30,693;34,057;Nashville, TN;Portland, OR;38,030;258.56;329.06;26,830;-70.49;-0.2142;11,200;0.4174;;
Table 4;2,024;3;30,721;30,198;Boston, MA (Metropolitan Area);Pittsburgh, PA;94,990;163.34;197.83;85,510;-34.48;-0.1743;9,480;0.1109;;
Table 4;2,024;3;30,721;30,994;Boston, MA (Metropolitan Area);Charleston, SC;88,860;144.19;182.65;80,560;-38.46;-0.2105;8,300;0.1030;;
Table 4;2,024;3;30,721;31,066;Boston, MA (Metropolitan Area);Columbus, OH;75,020;191.33;246.20;55,170;-54.87;-0.2229;19,850;0.3598;;
Table 4;2,024;3;30,721;31,714;Boston, MA (Metropolitan Area);Fort Myers, FL;114,770;170.67;212.56;95,980;-41.90;-0.1971;18,790;0.1958;;
Table 4;2,024;3;30,721;31,871;Boston, MA (Metropolitan Area);Greenville/Spartanburg, SC;26,450;178.49;262.97;16,110;-84.48;-0.3213;10,340;0.6418;;
Table 4;2,024;3;30,792;31,057;Buffalo, NY;Charlotte, NC;44,060;164.18;233.37;26,250;-69.19;-0.2965;17,810;0.6785;;
Table 4;2,024;3;30,977;30,615;Chicago, IL;El Paso, TX;32,630;229.44;290.11;28,690;-60.67;-0.2091;3,940;0.1373;;
Table 4;2,024;3;30,977;31,135;Chicago, IL;Myrtle Beach, SC;45,320;157.40;196.05;38,550;-38.65;-0.1971;6,770;0.1756;;
Table 4;2,024;3;30,977;34,057;Chicago, IL;Portland, OR;139,110;227.39;289.42;116,060;-62.03;-0.2143;23,050;0.1986;;
Table 4;2,024;3;31,057;30,559;Charlotte, NC;Seattle, WA;59,880;342.02;412.89;49,730;-70.87;-0.1716;10,150;0.2041;;
Table 4;2,024;3;31,057;33,105;Charlotte, NC;Cincinnati, OH;32,620;207.12;268.08;20,190;-60.95;-0.2274;12,430;0.6156;;
Table 4;2,024;3;31,057;33,192;Charlotte, NC;Sacramento, CA;21,660;289.07;354.26;20,250;-65.19;-0.1840;1,410;0.0696;;
Table 4;2,024;3;31,057;33,195;Charlotte, NC;Tampa, FL (Metropolitan Area);64,500;206.69;254.92;44,120;-48.24;-0.1892;20,380;0.4619;;
Table 4;2,024;3;31,066;34,100;Columbus, OH;Philadelphia, PA;36,460;227.72;293.08;23,920;-65.36;-0.2230;12,540;0.5242;;
Table 4;2,024;3;31,423;31,703;Des Moines, IA;New York City, NY (Metropolitan Area);31,580;221.76;268.42;28,410;-46.66;-0.1738;3,170;0.1116;;
Table 4;2,024;3;31,453;33,195;Houston, TX;Tampa, FL (Metropolitan Area);82,550;192.62;241.77;62,990;-49.15;-0.2033;19,560;0.3105;;
Table 4;2,024;3;31,454;33,192;Orlando, FL;Sacramento, CA;37,840;245.92;327.62;24,390;-81.70;-0.2494;13,450;0.5515;;
Table 4;2,024;3;31,454;34,321;Orlando, FL;Portland, ME;25,080;162.88;224.04;13,850;-61.16;-0.2730;11,230;0.8108;;
Table 4;2,024;3;31,650;30,559;Minneapolis/St. Paul, MN;Seattle, WA;179,320;218.54;279.82;153,490;-61.28;-0.2190;25,830;0.1683;;
Table 4;2,024;3;31,650;34,057;Minneapolis/St. Paul, MN;Portland, OR;97,420;221.52;287.77;78,900;-66.25;-0.2302;18,520;0.2347;;
Table 4;2,024;3;31,650;34,100;Minneapolis/St. Paul, MN;Philadelphia, PA;91,560;199.91;244.24;75,470;-44.32;-0.1815;16,090;0.2132;;
Table 4;2,024;3;31,650;34,492;Minneapolis/St. Paul, MN;Raleigh/Durham, NC;61,030;197.30;254.77;48,780;-57.47;-0.2256;12,250;0.2511;;
Table 4;2,024;3;31,834;31,703;Fayetteville, AR;New York City, NY (Metropolitan Area);31,940;268.74;351.21;23,530;-82.47;-0.2348;8,410;0.3574;;
Table 4;2,024;3;31,986;31,650;Grand Rapids, MI;Minneapolis/St. Paul, MN;28,130;242.59;292.49;21,960;-49.90;-0.1706;6,170;0.2810;;
Table 4;2,024;3;32,337;32,467;Indianapolis, IN;Miami, FL (Metropolitan Area);82,030;172.69;215.72;61,170;-43.03;-0.1995;20,860;0.3410;;
Table 4;2,024;3;32,337;34,100;Indianapolis, IN;Philadelphia, PA;45,130;238.17;316.37;30,000;-78.20;-0.2472;15,130;0.5043;;
Table 4;2,024;3;32,467;30,466;Miami, FL (Metropolitan Area);Phoenix, AZ;96,200;243.09;295.35;77,120;-52.27;-0.1770;19,080;0.2474;;
Table 4;2,024;3;32,467;35,249;Miami, FL (Metropolitan Area);Tallahassee, FL;42,970;148.68;191.69;22,740;-43.01;-0.2244;20,230;0.8896;;
Table 4;2,024;3;33,198;34,100;Kansas City, MO;Philadelphia, PA;42,160;245.60;311.11;25,070;-65.51;-0.2106;17,090;0.6817;;
Table 4;2,024;3;33,667;33,570;Norfolk, VA (Metropolitan Area);San Diego, CA;38,210;274.95;333.51;33,010;-58.55;-0.1756;5,200;0.1575;;
Table 4;2,024;3;33,728;34,100;Pensacola, FL;Philadelphia, PA;23,880;192.56;257.55;12,920;-64.99;-0.2523;10,960;0.8483;;
Table 4;2,024;3;34,004;30,466;Everett, WA;Phoenix, AZ;25,420;181.21;237.89;14,920;-56.68;-0.2382;10,500;0.7038;;
Table 4;2,024;3;34,100;30,198;Philadelphia, PA;Pittsburgh, PA;32,070;227.72;300.52;20,260;-72.79;-0.2422;11,810;0.5829;;
Table 4;2,024;3;34,100;31,123;Philadelphia, PA;St. Louis, MO;56,350;190.59;243.84;42,000;-53.25;-0.2184;14,350;0.3417;;
Table 4;2,024;2;30,135;33,195;Allentown/Bethlehem/Easton, PA;Tampa, FL (Metropolitan Area);22,820;107.64;129.21;21,490;-21.57;-0.1670;1,330;0.0619;;
Table 4;2,024;2;30,135;34,761;Allentown/Bethlehem/Easton, PA;Sanford, FL;38,640;89.16;109.70;47,440;-20.54;-0.1872;-8,800;-0.1855;;
Table 4;2,024;2;30,140;31,454;Albuquerque, NM;Orlando, FL;24,470;254.89;304.47;18,860;-49.58;-0.1628;5,610;0.2974;;
Table 4;2,024;2;30,194;30,693;Dallas/Fort Worth, TX;Nashville, TN;179,340;195.37;237.58;144,600;-42.22;-0.1777;34,740;0.2402;;
Table 4;2,024;2;30,194;31,986;Dallas/Fort Worth, TX;Grand Rapids, MI;33,920;252.32;305.63;26,530;-53.31;-0.1744;7,390;0.2786;;
Table 4;2,024;2;30,194;32,337;Dallas/Fort Worth, TX;Indianapolis, IN;97,220;215.70;259.41;77,610;-43.71;-0.1685;19,610;0.2527;;
Table 4;2,024;2;30,198;33,570;Pittsburgh, PA;San Diego, CA;24,650;262.39;366.80;20,770;-104.41;-0.2846;3,880;0.1868;;
Table 4;2,024;2;30,325;31,650;Denver, CO;Minneapolis/St. Paul, MN;223,660;141.23;174.22;204,460;-32.98;-0.1893;19,200;0.0939;;
Table 4;2,024;2;30,397;33,105;Atlanta, GA (Metropolitan Area);Cincinnati, OH;52,160;209.93;255.13;41,520;-45.20;-0.1772;10,640;0.2563;;
Table 4;2,024;2;30,466;31,123;Phoenix, AZ;St. Louis, MO;95,160;216.36;271.68;75,420;-55.32;-0.2036;19,740;0.2617;;
Table 4;2,024;2;30,466;31,775;Phoenix, AZ;Sioux Falls, SD;30,490;146.42;184.80;29,230;-38.37;-0.2076;1,260;0.0431;;
Table 4;2,024;2;30,466;34,524;Phoenix, AZ;Richmond, VA;22,890;275.57;328.37;17,940;-52.81;-0.1608;4,950;0.2759;;
Table 4;2,024;2;30,529;31,650;Hartford, CT;Minneapolis/St. Paul, MN;32,960;261.18;341.04;25,720;-79.86;-0.2342;7,240;0.2815;;
Table 4;2,024;2;30,647;31,650;Cleveland, OH (Metropolitan Area);Minneapolis/St. Paul, MN;35,990;264.22;323.91;28,360;-59.69;-0.1843;7,630;0.2690;;
Table 4;2,024;2;30,647;34,986;Cleveland, OH (Metropolitan Area);Sarasota/Bradenton, FL;27,930;143.56;194.19;20,410;-50.63;-0.2607;7,520;0.3684;;
Table 4;2,024;2;30,693;30,559;Nashville, TN;Seattle, WA;88,300;301.39;363.39;73,440;-62.01;-0.1706;14,860;0.2023;;
Table 4;2,024;2;30,693;34,057;Nashville, TN;Portland, OR;37,960;287.66;377.12;26,960;-89.46;-0.2372;11,000;0.4080;;
Table 4;2,024;2;30,721;31,453;Boston, MA (Metropolitan Area);Houston, TX;156,390;265.60;312.92;130,730;-47.32;-0.1512;25,660;0.1963;;
Table 4;2,024;2;30,792;30,466;Buffalo, NY;Phoenix, AZ;22,600;259.61;319.78;17,360;-60.17;-0.1882;5,240;0.3018;;
Table 4;2,024;2;30,792;31,057;Buffalo, NY;Charlotte, NC;32,900;192.83;235.67;23,850;-42.84;-0.1818;9,050;0.3794;;
Table 4;2,024;2;30,977;33,728;Chicago, IL;Pensacola, FL;32,700;220.87;265.82;26,990;-44.95;-0.1691;5,710;0.2116;;
Table 4;2,024;2;30,977;34,027;Chicago, IL;West Palm Beach/Palm Beach, FL;50,460;248.04;318.82;36,660;-70.77;-0.2220;13,800;0.3764;;
Table 4;2,024;2;30,977;34,057;Chicago, IL;Portland, OR;116,170;248.24;312.46;96,850;-64.22;-0.2055;19,320;0.1995;;
Table 4;2,024;2;30,977;34,570;Chicago, IL;Reno, NV;22,780;271.30;326.24;22,470;-54.94;-0.1684;310;0.0138;;
Table 4;2,024;2;30,994;31,650;Charleston, SC;Minneapolis/St. Paul, MN;28,720;201.16;259.15;20,910;-57.99;-0.2238;7,810;0.3735;;
Table 4;2,024;2;31,057;31,650;Charlotte, NC;Minneapolis/St. Paul, MN;70,490;211.04;272.14;56,100;-61.11;-0.2245;14,390;0.2565;;
Table 4;2,024;2;31,057;33,105;Charlotte, NC;Cincinnati, OH;28,190;226.90;282.39;19,760;-55.49;-0.1965;8,430;0.4266;;
Table 4;2,024;2;31,057;33,192;Charlotte, NC;Sacramento, CA;22,600;327.28;387.67;21,430;-60.39;-0.1558;1,170;0.0546;;
Table 4;2,024;2;31,066;31,650;Columbus, OH;Minneapolis/St. Paul, MN;38,660;221.48;268.98;32,000;-47.50;-0.1766;6,660;0.2081;;
Table 4;2,024;2;31,066;34,100;Columbus, OH;Philadelphia, PA;33,220;247.68;311.63;24,190;-63.96;-0.2052;9,030;0.3733;;
Table 4;2,024;2;31,136;33,570;Jacksonville, FL;San Diego, CA;22,360;279.92;367.34;17,270;-87.42;-0.2380;5,090;0.2947;;
Table 4;2,024;2;31,453;33,570;Houston, TX;San Diego, CA;101,350;240.65;285.22;88,700;-44.58;-0.1563;12,650;0.1426;;
Table 4;2,024;2;31,454;33,192;Orlando, FL;Sacramento, CA;43,410;274.33;367.31;30,810;-92.98;-0.2532;12,600;0.4090;;
Table 4;2,024;2;31,454;34,321;Orlando, FL;Portland, ME;35,030;186.05;240.38;22,230;-54.34;-0.2260;12,800;0.5758;;
Table 4;2,024;2;31,637;30,466;Fargo, ND;Phoenix, AZ;24,370;140.17;213.64;22,650;-73.47;-0.3439;1,720;0.0759;;
Table 4;2,024;2;31,650;30,466;Minneapolis/St. Paul, MN;Phoenix, AZ;223,470;183.64;233.07;213,560;-49.43;-0.2121;9,910;0.0464;;
Table 4;2,024;2;31,650;30,559;Minneapolis/St. Paul, MN;Seattle, WA;130,440;213.89;282.22;114,200;-68.33;-0.2421;16,240;0.1422;;
Table 4;2,024;2;31,650;30,693;Minneapolis/St. Paul, MN;Nashville, TN;97,200;174.82;224.78;79,950;-49.96;-0.2223;17,250;0.2158;;
Table 4;2,024;2;31,650;31,135;Minneapolis/St. Paul, MN;Myrtle Beach, SC;24,740;158.05;209.15;17,270;-51.10;-0.2443;7,470;0.4325;;
Table 4;2,024;2;31,650;31,454;Minneapolis/St. Paul, MN;Orlando, FL;197,690;169.85;215.03;180,120;-45.17;-0.2101;17,570;0.0976;;
Table 4;2,024;2;31,650;33,195;Minneapolis/St. Paul, MN;Tampa, FL (Metropolitan Area);109,220;184.54;229.29;105,760;-44.75;-0.1952;3,460;0.0327;;
Table 4;2,024;2;31,650;33,495;Minneapolis/St. Paul, MN;New Orleans, LA;39,630;220.77;263.67;34,820;-42.90;-0.1627;4,810;0.1381;;
Table 4;2,024;2;31,650;33,570;Minneapolis/St. Paul, MN;San Diego, CA;87,910;236.60;292.80;78,610;-56.20;-0.1919;9,300;0.1183;;
Table 4;2,024;2;31,650;34,057;Minneapolis/St. Paul, MN;Portland, OR;71,610;231.26;311.25;59,600;-80.00;-0.2570;12,010;0.2015;;
Table 4;2,024;2;31,650;34,100;Minneapolis/St. Paul, MN;Philadelphia, PA;75,070;223.16;296.69;58,040;-73.54;-0.2478;17,030;0.2934;;
Table 4;2,024;2;31,650;34,492;Minneapolis/St. Paul, MN;Raleigh/Durham, NC;55,230;208.85;282.21;43,940;-73.36;-0.2600;11,290;0.2569;;
Table 4;2,024;2;31,650;34,685;Minneapolis/St. Paul, MN;Savannah, GA;25,140;202.22;248.90;18,970;-46.68;-0.1876;6,170;0.3252;;
Table 4;2,024;2;31,703;33,851;New York City, NY (Metropolitan Area);Oklahoma City, OK;40,290;301.29;357.80;30,640;-56.52;-0.1580;9,650;0.3150;;
Table 4;2,024;2;31,834;32,575;Fayetteville, AR;Los Angeles, CA (Metropolitan Area);27,190;305.16;362.02;22,020;-56.86;-0.1571;5,170;0.2348;;
Table 4;2,024;2;32,337;33,570;Indianapolis, IN;San Diego, CA;37,480;259.18;323.06;29,490;-63.88;-0.1977;7,990;0.2709;;
Table 4;2,024;2;32,337;34,100;Indianapolis, IN;Philadelphia, PA;44,800;261.01;365.95;27,740;-104.94;-0.2868;17,060;0.6150;;
Table 4;2,024;2;32,467;31,650;Miami, FL (Metropolitan Area);Minneapolis/St. Paul, MN;116,850;202.75;260.24;103,440;-57.50;-0.2209;13,410;0.1296;;
Table 4;2,024;2;32,467;33,316;Miami, FL (Metropolitan Area);Omaha, NE;23,350;247.07;293.09;18,150;-46.02;-0.1570;5,200;0.2865;;
Table 4;2,024;2;32,467;35,249;Miami, FL (Metropolitan Area);Tallahassee, FL;44,400;148.61;246.57;20,660;-97.96;-0.3973;23,740;1.1491;;
Table 4;2,024;2;33,105;31,650;Cincinnati, OH;Minneapolis/St. Paul, MN;35,270;241.72;290.33;31,300;-48.61;-0.1674;3,970;0.1268;;
Table 4;2,024;2;33,198;34,100;Kansas City, MO;Philadelphia, PA;37,590;262.03;319.61;28,730;-57.58;-0.1802;8,860;0.3084;;
Table 4;2,024;2;33,342;34,100;Milwaukee, WI;Philadelphia, PA;22,480;242.67;290.28;17,540;-47.60;-0.1640;4,940;0.2816;;
Table 4;2,024;2;33,570;30,852;San Diego, CA;Washington, DC (Metropolitan Area);205,370;311.59;370.37;171,940;-58.79;-0.1587;33,430;0.1944;;
Table 4;2,024;2;33,570;31,123;San Diego, CA;St. Louis, MO;41,410;269.17;319.21;34,570;-50.04;-0.1568;6,840;0.1979;;
Table 4;2,024;2;33,570;33,195;San Diego, CA;Tampa, FL (Metropolitan Area);47,810;254.46;316.70;31,580;-62.24;-0.1965;16,230;0.5139;;
Table 4;2,024;2;33,667;33,570;Norfolk, VA (Metropolitan Area);San Diego, CA;35,810;300.67;376.89;32,750;-76.22;-0.2022;3,060;0.0934;;
Table 4;2,024;2;34,057;31,123;Portland, OR;St. Louis, MO;22,690;291.77;362.50;18,550;-70.73;-0.1951;4,140;0.2232;;
Table 4;2,024;2;34,100;30,198;Philadelphia, PA;Pittsburgh, PA;30,450;236.70;306.16;21,410;-69.47;-0.2269;9,040;0.4222;;
Table 4;2,024;2;34,100;31,123;Philadelphia, PA;St. Louis, MO;51,420;219.82;268.48;42,560;-48.66;-0.1812;8,860;0.2082;;
Table 4;2,024;2;34,492;30,559;Raleigh/Durham, NC;Seattle, WA;63,750;319.62;377.26;54,620;-57.65;-0.1528;9,130;0.1672;;
Table 4;2,024;1;30,140;31,454;Albuquerque, NM;Orlando, FL;22,370;238.78;316.47;16,330;-77.68;-0.2455;6,040;0.3699;;
Table 4;2,024;1;30,158;31,714;Atlantic City, NJ;Fort Myers, FL;26,440;93.67;136.89;19,220;-43.22;-0.3157;7,220;0.3756;;
Table 4;2,024;1;30,158;34,027;Atlantic City, NJ;West Palm Beach/Palm Beach, FL;19,070;95.00;125.28;19,030;-30.28;-0.2417;40;0.0021;;
Table 4;2,024;1;30,255;31,454;Huntsville, AL;Orlando, FL;18,120;201.16;232.77;13,710;-31.62;-0.1358;4,410;0.3217;;
Table 4;2,024;1;30,325;34,986;Denver, CO;Sarasota/Bradenton, FL;18,110;258.66;295.81;13,820;-37.15;-0.1256;4,290;0.3104;;
Table 4;2,024;1;30,397;33,105;Atlanta, GA (Metropolitan Area);Cincinnati, OH;41,540;247.68;285.43;32,850;-37.76;-0.1323;8,690;0.2645;;
Table 4;2,024;1;30,423;34,100;Austin, TX;Philadelphia, PA;36,140;331.82;378.12;30,410;-46.31;-0.1225;5,730;0.1884;;
Table 4;2,024;1;30,466;34,524;Phoenix, AZ;Richmond, VA;21,190;283.61;336.74;15,150;-53.14;-0.1578;6,040;0.3987;;
Table 4;2,024;1;30,529;30,466;Hartford, CT;Phoenix, AZ;26,860;252.05;312.13;20,000;-60.08;-0.1925;6,860;0.3430;;
Table 4;2,024;1;30,559;30,436;Seattle, WA;Tucson, AZ;41,530;206.82;241.56;37,320;-34.75;-0.1438;4,210;0.1128;;
Table 4;2,024;1;30,647;34,986;Cleveland, OH (Metropolitan Area);Sarasota/Bradenton, FL;33,410;140.36;204.28;18,870;-63.92;-0.3129;14,540;0.7705;;
Table 4;2,024;1;30,693;34,057;Nashville, TN;Portland, OR;19,330;278.91;326.48;15,840;-47.58;-0.1457;3,490;0.2203;;
Table 4;2,024;1;30,721;30,466;Boston, MA (Metropolitan Area);Phoenix, AZ;132,320;289.74;341.39;119,240;-51.65;-0.1513;13,080;0.1097;;
Table 4;2,024;1;30,721;31,135;Boston, MA (Metropolitan Area);Myrtle Beach, SC;29,600;133.09;171.41;25,880;-38.31;-0.2235;3,720;0.1437;;
Table 4;2,024;1;30,792;31,714;Buffalo, NY;Fort Myers, FL;35,030;185.45;252.29;18,820;-66.84;-0.2649;16,210;0.8613;;
Table 4;2,024;1;30,792;32,575;Buffalo, NY;Los Angeles, CA (Metropolitan Area);31,950;248.17;284.33;24,140;-36.16;-0.1272;7,810;0.3235;;
Table 4;2,024;1;30,849;32,575;Bozeman, MT;Los Angeles, CA (Metropolitan Area);34,490;226.55;271.11;28,500;-44.56;-0.1644;5,990;0.2102;;
Table 4;2,024;1;30,994;32,211;Charleston, SC;Las Vegas, NV;20,870;257.80;327.59;14,300;-69.78;-0.2130;6,570;0.4594;;
Table 4;2,024;1;30,994;32,467;Charleston, SC;Miami, FL (Metropolitan Area);47,850;161.75;186.80;39,220;-25.05;-0.1341;8,630;0.2200;;
Table 4;2,024;1;31,057;30,977;Charlotte, NC;Chicago, IL;111,540;192.15;221.94;93,570;-29.79;-0.1342;17,970;0.1920;;
Table 4;2,024;1;31,057;31,650;Charlotte, NC;Minneapolis/St. Paul, MN;43,200;258.76;306.12;33,740;-47.35;-0.1547;9,460;0.2804;;
Table 4;2,024;1;31,057;32,575;Charlotte, NC;Los Angeles, CA (Metropolitan Area);113,490;320.91;396.58;86,570;-75.67;-0.1908;26,920;0.3110;;
Table 4;2,024;1;31,057;34,614;Charlotte, NC;Salt Lake City, UT;35,940;336.37;387.95;31,950;-51.58;-0.1330;3,990;0.1249;;
Table 4;2,024;1;31,136;32,211;Jacksonville, FL;Las Vegas, NV;33,420;287.65;328.81;26,220;-41.16;-0.1252;7,200;0.2746;;
Table 4;2,024;1;31,295;34,027;Detroit, MI;West Palm Beach/Palm Beach, FL;37,120;309.51;371.93;24,030;-62.42;-0.1678;13,090;0.5447;;
Table 4;2,024;1;31,454;33,192;Orlando, FL;Sacramento, CA;39,370;279.52;356.20;29,180;-76.68;-0.2153;10,190;0.3492;;
Table 4;2,024;1;31,454;33,728;Orlando, FL;Pensacola, FL;17,950;134.51;155.21;15,150;-20.70;-0.1334;2,800;0.1848;;
Table 4;2,024;1;31,454;34,321;Orlando, FL;Portland, ME;46,430;159.57;201.97;32,540;-42.40;-0.2100;13,890;0.4269;;
Table 4;2,024;1;31,454;34,653;Orlando, FL;Tulsa, OK;20,900;232.29;269.95;19,510;-37.66;-0.1395;1,390;0.0712;;
Table 4;2,024;1;31,650;30,693;Minneapolis/St. Paul, MN;Nashville, TN;59,120;194.79;221.50;50,290;-26.71;-0.1206;8,830;0.1756;;
Table 4;2,024;1;31,650;31,454;Minneapolis/St. Paul, MN;Orlando, FL;276,600;207.23;252.81;250,500;-45.58;-0.1803;26,100;0.1042;;
Table 4;2,024;1;31,650;33,195;Minneapolis/St. Paul, MN;Tampa, FL (Metropolitan Area);145,300;209.64;250.56;138,420;-40.92;-0.1633;6,880;0.0497;;
Table 4;2,024;1;31,650;33,570;Minneapolis/St. Paul, MN;San Diego, CA;79,810;260.08;304.92;76,870;-44.84;-0.1470;2,940;0.0382;;
Table 4;2,024;1;31,714;30,466;Fort Myers, FL;Phoenix, AZ;23,530;343.03;418.04;18,820;-75.00;-0.1794;4,710;0.2503;;
Table 4;2,024;1;31,714;30,559;Fort Myers, FL;Seattle, WA;21,000;263.48;324.41;11,370;-60.93;-0.1878;9,630;0.8470;;
Table 4;2,024;1;31,714;31,986;Fort Myers, FL;Grand Rapids, MI;35,930;185.03;329.45;12,210;-144.42;-0.4384;23,720;1.9427;;
Table 4;2,024;1;31,714;32,211;Fort Myers, FL;Las Vegas, NV;24,510;301.90;371.59;18,540;-69.69;-0.1876;5,970;0.3220;;
Table 4;2,024;1;31,714;33,485;Fort Myers, FL;Madison, WI;25,820;194.33;230.60;18,120;-36.27;-0.1573;7,700;0.4249;;
Table 4;2,024;1;31,714;34,492;Fort Myers, FL;Raleigh/Durham, NC;25,100;153.29;232.14;12,000;-78.86;-0.3397;13,100;1.0917;;
Table 4;2,024;1;31,714;35,096;Fort Myers, FL;Syracuse, NY;24,660;149.38;277.82;8,380;-128.44;-0.4623;16,280;1.9427;;
Table 4;2,024;1;31,834;32,575;Fayetteville, AR;Los Angeles, CA (Metropolitan Area);20,110;323.60;380.75;14,570;-57.14;-0.1501;5,540;0.3802;;
Table 4;2,024;1;31,986;31,703;Grand Rapids, MI;New York City, NY (Metropolitan Area);29,840;222.95;257.85;22,350;-34.90;-0.1353;7,490;0.3351;;
Table 4;2,024;1;31,986;32,467;Grand Rapids, MI;Miami, FL (Metropolitan Area);41,790;237.02;276.69;32,070;-39.67;-0.1434;9,720;0.3031;;
Table 4;2,024;1;32,206;31,650;Harlingen/San Benito, TX;Minneapolis/St. Paul, MN;38,150;166.43;206.13;33,140;-39.70;-0.1926;5,010;0.1512;;
Table 4;2,024;1;32,211;34,524;Las Vegas, NV;Richmond, VA;31,620;232.17;278.44;24,060;-46.27;-0.1662;7,560;0.3142;;
Table 4;2,024;1;32,337;33,570;Indianapolis, IN;San Diego, CA;27,200;277.81;317.07;22,210;-39.26;-0.1238;4,990;0.2247;;
Table 4;2,024;1;32,467;31,650;Miami, FL (Metropolitan Area);Minneapolis/St. Paul, MN;204,390;222.20;277.50;181,950;-55.30;-0.1993;22,440;0.1233;;
Table 4;2,024;1;32,467;32,457;Miami, FL (Metropolitan Area);San Francisco, CA (Metropolitan Area);208,820;307.12;387.16;168,600;-80.04;-0.2067;40,220;0.2386;;
Table 4;2,024;1;32,467;33,214;Miami, FL (Metropolitan Area);San Antonio, TX;40,980;236.17;286.76;35,240;-50.59;-0.1764;5,740;0.1629;;
Table 4;2,024;1;32,467;33,316;Miami, FL (Metropolitan Area);Omaha, NE;30,100;260.06;307.61;23,040;-47.55;-0.1546;7,060;0.3064;;
Table 4;2,024;1;32,467;34,057;Miami, FL (Metropolitan Area);Portland, OR;50,370;267.58;327.94;33,460;-60.36;-0.1840;16,910;0.5054;;
Table 4;2,024;1;32,467;35,249;Miami, FL (Metropolitan Area);Tallahassee, FL;43,930;171.79;291.36;22,930;-119.57;-0.4104;21,000;0.9158;;
Table 4;2,024;1;32,575;33,214;Los Angeles, CA (Metropolitan Area);San Antonio, TX;98,820;220.98;262.85;76,940;-41.86;-0.1593;21,880;0.2844;;
Table 4;2,024;1;33,044;32,467;Louisville, KY;Miami, FL (Metropolitan Area);44,380;199.79;258.82;36,800;-59.03;-0.2281;7,580;0.2060;;
Table 4;2,024;1;33,198;31,650;Kansas City, MO;Minneapolis/St. Paul, MN;28,380;232.04;280.92;23,620;-48.88;-0.1740;4,760;0.2015;;
Table 4;2,024;1;33,214;33,195;San Antonio, TX;Tampa, FL (Metropolitan Area);31,430;213.64;252.09;23,150;-38.45;-0.1525;8,280;0.3577;;
Table 4;2,024;1;33,342;30,466;Milwaukee, WI;Phoenix, AZ;84,860;247.46;300.57;63,060;-53.12;-0.1767;21,800;0.3457;;
Table 4;2,024;1;33,495;30,198;New Orleans, LA;Pittsburgh, PA;20,470;203.69;235.95;15,380;-32.25;-0.1367;5,090;0.3310;;
Table 4;2,024;1;33,495;34,492;New Orleans, LA;Raleigh/Durham, NC;34,010;192.34;229.35;23,870;-37.01;-0.1614;10,140;0.4248;;
Table 4;2,024;1;33,570;33,195;San Diego, CA;Tampa, FL (Metropolitan Area);43,790;248.22;347.19;28,250;-98.97;-0.2851;15,540;0.5501;;
Table 4;2,024;1;34,004;32,575;Everett, WA;Los Angeles, CA (Metropolitan Area);24,600;184.07;217.09;10,240;-33.02;-0.1521;14,360;1.4023;;
Table 4;2,024;1;34,614;33,570;Salt Lake City, UT;San Diego, CA;109,710;205.75;235.86;102,470;-30.11;-0.1276;7,240;0.0706;;
Table 4;2,023;4;30,140;31,454;Albuquerque, NM;Orlando, FL;22,220;270.07;336.57;17,830;-66.50;-0.1976;4,390;0.2462;;
